Material;Storage Location;User Name;Time of Entry;Material Document;Posting Date;Quantity;Unit of Entry;Amt.in loc.cur.;Material Description;Entry Date;Supplier
W178781;SK20;JOB-BATCH;07:10:43;5005743423;15.09.2023;1 002;PC;31 020,07;Wiper blade flat L460 DS RHD H;15.09.2023;4879
W000078360;SK20;JOB-BATCH;07:10:44;5005747094;16.09.2023;616;PC;2 562,31;BMW G31-G21 RWS Decoupling Disc;16.09.2023;5919
W178777;SK20;JOB-BATCH;07:10:44;5005362812;28.05.2023;1 260;PC;40 888,56;Wiper blade flat L460 DS LHD H;28.05.2023;4879
W000005487;SK20;JOB-BATCH;07:10:46;5004684818;05.01.2023;900;PC;1 368,87;Crank;05.01.2023;83143
477209;SK20;JOB-BATCH;07:10:47;5005006875;18.03.2023;2 970;PC;3 773,41;Seal;18.03.2023;5976
W380127;SK20;ZYLAK;07:10:47;5004684822;05.01.2023;1 260;PC;28 928,14;Gear Cover non electronic Assy Atego LHD;05.01.2023;4723
475079;SK20;JOB-BATCH;07:10:49;5005006876;18.03.2023;1 600;PC;11 095,92;Gearhweel shaft SW2L Iveco;18.03.2023;5976
W000035101;SK20;JOB-BATCH;07:10:50;5005314415;17.05.2023;12 000;PC;8 872,80;Rod adapter_Gen2V2_9x4_a5_LHD_16,8_t1,5;17.05.2023;59062
W000071176;SK20;JOB-BATCH;07:10:51;5005743425;15.09.2023;436;PC;7 150,77;Aquablade UFB 650 GEN2V LHD;15.09.2023;4879
W000023440;SK20;JOB-BATCH;07:10:52;5005006877;18.03.2023;8 000;PC;15 817,04;Connector Assy;18.03.2023;5976
W000090067;SK20;JOB-BATCH;07:10:52;5005747095;16.09.2023;2 100;PC;981,08;SFTP slider LHD/RHD DS/PS;16.09.2023;5919
W260102;SK20;JOB-BATCH;07:10:52;5005638682;16.08.2023;3 040;PC;3 279,67;Lever Dacia X52 LHD DS. 78x22mm;16.08.2023;83143
915786;SK20;JOB-BATCH;07:10:53;5005423936;14.06.2023;8 000;PC;3 091,04;Spacer;14.06.2023;8567
W000025837;SK20;JOB-BATCH;07:10:53;5005121318;11.04.2023;3 000;PC;1 871,91;Spline FBR 315 R2500 14N;11.04.2023;4879
183087;SK20;JOB-BATCH;07:10:55;5005622158;09.08.2023;2 800;PC;2 634,04;Cap;09.08.2023;52616
W000090073;SK20;JOB-BATCH;07:10:55;5005622158;09.08.2023;2 000;PC;762,34;SFTP blade connector bottom;09.08.2023;52616
182685;SK20;JOB-BATCH;07:10:56;5005773604;27.09.2023;600;PC;9 154,47;Frame assembly;27.09.2023;115218
W000031640;SK20;JOB-BATCH;07:10:56;5005773604;27.09.2023;4 800;PC;10 006,03;Link;27.09.2023;115218
W000031642;SK20;JOB-BATCH;07:10:56;5005773604;27.09.2023;2 048;PC;6 258,18;Link;27.09.2023;115218
W000041904;SK20;JOB-BATCH;07:10:56;5005773604;27.09.2023;1 536;PC;3 844,52;Link DS;27.09.2023;115218
W000041906;SK20;JOB-BATCH;07:10:56;5005773604;27.09.2023;1 536;PC;5 155,15;Link PS;27.09.2023;115218
W000069756;SK20;JOB-BATCH;07:10:56;5005773604;27.09.2023;3 240;PC;10 170,13;PS Linkrod;27.09.2023;115218
W000083551;SK20;JOB-BATCH;07:10:56;5005773604;27.09.2023;1 792;PC;5 406,77;Linkrod LHD/RHD PS VW536 PO536 long;27.09.2023;115218
W000105485;SK20;JOB-BATCH;07:10:56;5005773604;27.09.2023;1 536;PC;4 809,51;Linkrod Ford C482 DS.;27.09.2023;115218
W260104;SK20;JOB-BATCH;07:10:56;5005638683;16.08.2023;3 040;PC;3 281,26;Lever Dacia X52 LHD PS. 76,4x22mm;16.08.2023;83143
W178769;SK20;JOB-BATCH;07:10:57;5005239716;04.05.2023;205;PC;6 103,22;Wiper blade flat L460 PS LHD H;04.05.2023;4879
192518;SK20;JOB-BATCH;07:10:58;5005006878;18.03.2023;4 000;PC;4 405,04;Connector;18.03.2023;5976
W000069755;SK20;JOB-BATCH;07:10:58;5005755506;20.09.2023;5 760;PC;14 006,76;DS Linkrod;20.09.2023;115218
W000076128;SK20;JOB-BATCH;07:10:58;5005622159;09.08.2023;480;PC;846,68;Cap - Arm Head RHD PS;09.08.2023;52616
W000027011;SK20;JOB-BATCH;07:10:59;5005314416;17.05.2023;14 400;PC;2 879,14;Tertiary bow_PIN_L104_50/50;17.05.2023;59062
W000076004;SK20;JOB-BATCH;07:10:59;5005743426;15.09.2023;2 880;PC;29 622,53;Flat Blade BR247 LHD PS;15.09.2023;4879
109693;SK20;JOB-BATCH;07:11:00;5005638684;16.08.2023;804;PC;3 189,68;Link;16.08.2023;83143
W000091996;SK20;JOB-BATCH;07:11:00;5005747096;16.09.2023;1 000;PC;2 776,76;Cap - Rain BR463;16.09.2023;5919
53841237;SK20;JOB-BATCH;07:11:02;5005617372;08.08.2023;75 000;PC;4 701,00;Sleeve  O-Ring Type;08.08.2023;173783
54115137;SK20;JOB-BATCH;07:11:02;5005617372;08.08.2023;2 960;PC;23 517,64;Crank;08.08.2023;173783
54115197;SK20;JOB-BATCH;07:11:02;5005617372;08.08.2023;1 080;PC;14 635,55;Crank;08.08.2023;173783
54841997;SK20;JOB-BATCH;07:11:02;5005617372;08.08.2023;14 000;PC;7 281,12;Hose guide;08.08.2023;173783
54842567;SK20;JOB-BATCH;07:11:02;5005617372;08.08.2023;2 964;PC;4 058,96;Cap;08.08.2023;173783
54843707;SK20;JOB-BATCH;07:11:02;5005617372;08.08.2023;152 000;PC;23 289,44;Rain cap pivot shaft fi-12;08.08.2023;173783
W000022389;SK20;JOB-BATCH;07:11:02;5005617372;08.08.2023;240 000;PC;13 219,20;Lamina insulation x=11,2 White;08.08.2023;173783
W000027872;SK20;JOB-BATCH;07:11:02;5005617372;08.08.2023;240 000;PC;13 444,80;Lamina insulation x=9,5 Black;08.08.2023;173783
W178769;SK20;JOB-BATCH;07:11:03;5005743427;15.09.2023;840;PC;23 778,33;Wiper blade flat L460 PS LHD H;15.09.2023;4879
W178774;SK20;JOB-BATCH;07:11:05;5005743428;15.09.2023;840;PC;23 917,98;Wiper blade flat L460 PS RHD H;15.09.2023;4879
W000021501;SK20;JOB-BATCH;07:11:06;5005747097;16.09.2023;1 000;PC;366,17;Blade clip FB Gen2V2 rev. RHD;16.09.2023;5919
W536673;SK20;JOB-BATCH;07:11:06;5005239720;04.05.2023;2 310;PC;39 455,61;Blade DAF P10210 DS./PS LHD;04.05.2023;4879
W000059908;SK20;JOB-BATCH;07:11:07;5005743429;15.09.2023;9 072;PC;26 994,01;Motor housing 206573;15.09.2023;31325
150525;SK20;JOB-BATCH;07:11:08;5005638685;16.08.2023;240;PC;1 898,94;Motor Crank;16.08.2023;83143
W214435;SK20;JOB-BATCH;07:11:10;5005755507;20.09.2023;2 880;PC;6 655,25;Linkrod DS. RHD U06;20.09.2023;115218
W222492;SK20;JOB-BATCH;07:11:10;5005755507;20.09.2023;2 304;PC;6 128,78;Linkrod PS VW C5;20.09.2023;115218
W000049720;SK20;JOB-BATCH;07:11:11;5005743430;15.09.2023;38 880;PC;136 469,19;Motor housing VM4 206467;15.09.2023;31325
W000005481;SK20;JOB-BATCH;07:11:13;5005638686;16.08.2023;750;PC;1 705,34;Crank;16.08.2023;83143
W000034506;SK20;JOB-BATCH;07:11:13;5005330969;22.05.2023;256;PC;13 728,91;Motor MNG2 W000050496;22.05.2023;124272
W000050101;SK20;JOB-BATCH;07:11:13;5005330969;22.05.2023;256;PC;13 738,06;Motor - MNG2;22.05.2023;124272
W000097136;SK20;JOB-BATCH;07:11:13;5005330969;22.05.2023;256;PC;15 305,15;D3P2 Motor RHD - MNG2E;22.05.2023;124272
186669;SK20;HARDEKK;07:11:14;5005322263;19.05.2023;1 273;PC;1 924,77;Main bow_CRIMP_259_riv4_SWF_T1,2;19.05.2023;73812
W000062004;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;816;PC;2 653,99;Cover plate;24.07.2023;171839
W000062004;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;816;PC;2 653,99;Cover plate;24.07.2023;171839
W000062004;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;816;PC;2 653,99;Cover plate;24.07.2023;171839
W000062004;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;816;PC;2 653,99;Cover plate;24.07.2023;171839
W000062004;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;816;PC;2 653,99;Cover plate;24.07.2023;171839
W000062004;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;816;PC;2 653,99;Cover plate;24.07.2023;171839
W000062004;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;816;PC;2 653,99;Cover plate;24.07.2023;171839
W000062004;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;816;PC;2 653,99;Cover plate;24.07.2023;171839
W000076723;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;612;PC;1 865,74;Cover Cluster 60;24.07.2023;171839
W000076723;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;612;PC;1 865,74;Cover Cluster 60;24.07.2023;171839
W000076723;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;612;PC;1 865,74;Cover Cluster 60;24.07.2023;171839
W000076723;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;612;PC;1 865,74;Cover Cluster 60;24.07.2023;171839
W000076723;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;612;PC;1 865,74;Cover Cluster 60;24.07.2023;171839
W000076723;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;612;PC;1 865,74;Cover Cluster 60;24.07.2023;171839
W000076724;SK20;JOB-BATCH;07:11:15;5005596902;24.07.2023;9 600;PC;4 792,03;Cover - Rain Protection;24.07.2023;171839
911543;SK20;JOB-BATCH;07:11:17;5005769749;26.09.2023;2 910;PC;656,61;Spring;26.09.2023;91406
911548;SK20;JOB-BATCH;07:11:17;5005769749;26.09.2023;5 580;PC;7 423,30;Spring;26.09.2023;91406
919032;SK20;JOB-BATCH;07:11:17;5005769749;26.09.2023;36 000;PC;25 208,28;Spring;26.09.2023;91406
920404;SK20;JOB-BATCH;07:11:17;5005769749;26.09.2023;31 590;PC;14 263,52;Spring;26.09.2023;91406
W536673;SK20;JOB-BATCH;07:11:17;5005743431;15.09.2023;630;PC;10 340,28;Blade DAF P10210 DS./PS LHD;15.09.2023;4879
W000005487;SK20;JOB-BATCH;07:11:19;5005638700;16.08.2023;1 339;PC;2 066,16;Crank;16.08.2023;83143
W000075409;SK20;JOB-BATCH;07:11:21;5005743443;15.09.2023;6 000;PC;20 372,82;Rubber_FB1_500_1CA2_CR extr;15.09.2023;4879
W000096046S1;SK20;JOB-BATCH;07:11:27;5005159770;18.04.2023;1 280;PC;1 468,04;Spline FB2 400 R3000 12,7N;18.04.2023;108497
54114607;SK20;JOB-BATCH;07:11:29;5005743446;15.09.2023;7 500;PC;1 804,35;Spacer  206133;15.09.2023;31325
191874;SK20;JOB-BATCH;07:11:30;5005590033;21.07.2023;690;PC;837,79;rod_9x3_hook_~260_small OE FENDT_-;21.07.2023;10182
56104837;SK20;JOB-BATCH;07:11:30;5005590033;21.07.2023;1 210;PC;2 223,67;Rod;21.07.2023;10182
80013937;SK20;JOB-BATCH;07:11:30;5005590033;21.07.2023;115;PC;263,79;Rod;21.07.2023;10182
80014857;SK20;JOB-BATCH;07:11:30;5005590033;21.07.2023;230;PC;422,68;Rod;21.07.2023;10182
W000005290;SK20;JOB-BATCH;07:11:30;5005590033;21.07.2023;1 840;PC;4 639,06;rod_9x4_hook_483_X62_LHD PS;21.07.2023;10182
W000005294;SK20;JOB-BATCH;07:11:30;5005590033;21.07.2023;840;PC;2 308,16;rod_9x4_hook_418_X62_LHD DS;21.07.2023;10182
W000091540;SK20;JOB-BATCH;07:11:30;5005590033;21.07.2023;330;PC;729,19;Rod_9x4_Gen2D_360_C Sedan_LHD DS.;21.07.2023;10182
W000091541;SK20;JOB-BATCH;07:11:30;5005590033;21.07.2023;195;PC;583,53;Rod_9x4_Gen2D_570_C Sedan_LHD PS;21.07.2023;10182
W000082983;SK20;JOB-BATCH;07:11:31;5005743447;15.09.2023;13 140;PC;11 977,37;Spline FB1 430 R3500 14N;15.09.2023;4879
478377;SK20;JOB-BATCH;07:11:33;5005330970;22.05.2023;10 000;PC;2 922,50;Cap;22.05.2023;8135
913877;SK20;JOB-BATCH;07:11:34;5005330971;22.05.2023;5 400;PC;1 904,20;Spacer;22.05.2023;8135
W000085624;SK20;JOB-BATCH;07:11:35;5005743448;15.09.2023;10 200;PC;9 051,58;Spline FB1 405 R3000 14N;15.09.2023;4879
192278;SK20;JOB-BATCH;07:11:37;5005330972;22.05.2023;30 000;PC;1 128,00;Liner CRIMP big;22.05.2023;6186
192606;SK20;JOB-BATCH;07:11:38;5005330973;22.05.2023;30 000;PC;662,70;Liner CRIMP small;22.05.2023;6186
W000093108;SK20;JOB-BATCH;07:11:40;5005330974;22.05.2023;1 600;PC;473,76;Blade clip FBR Gen2B BR463;22.05.2023;6186
W000095710;SK20;JOB-BATCH;07:11:40;5005437092;16.06.2023;2 200;PC;11 903,56;FLEX shaft W-T L-134,5 V43x;16.06.2023;338180
W736534;SK20;JOB-BATCH;07:11:41;5005330975;22.05.2023;2 500;PC;1 641,00;90 Deg Quick Connect (QC) 4.0mm-without;22.05.2023;5959
W736543;SK20;JOB-BATCH;07:11:41;5005330975;22.05.2023;7 500;PC;5 383,35;Inline Quick Connect (QC) 4.0mm-without;22.05.2023;5959
W000082524A1;SK20;JOB-BATCH;07:11:53;5005526468;07.07.2023;1 000;PC;3 009,74;Rear hose assy VS30 L=330mm;07.07.2023;169841
W000104576A1;SK20;JOB-BATCH;07:11:53;5005526468;07.07.2023;5 000;PC;6 325,75;Aqua hose cut VS30 L=785mm;07.07.2023;169841
W534486;SK20;JOB-BATCH;07:11:53;5005526468;07.07.2023;1 800;PC;31 774,57;Hose assy G7x/G6x - 1x ramp DS LHD;07.07.2023;169841
W534550;SK20;JOB-BATCH;07:11:53;5005526468;07.07.2023;1 925;PC;33 981,14;Hose assy G7x/G6x - 1x ramp PS LHD;07.07.2023;169841
W534612;SK20;JOB-BATCH;07:11:53;5005526468;07.07.2023;600;PC;10 591,52;Hose assy G7x/G6x - 1x ramp DS RHD;07.07.2023;169841
W534669;SK20;JOB-BATCH;07:11:53;5005526468;07.07.2023;220;PC;4 668,88;Hose assy G7x/G6x - 1x ramp PS RHD;07.07.2023;169841
W748409;SK20;JOB-BATCH;07:11:53;5005526468;07.07.2023;275;PC;4 827,55;Hose assy-1x ramp G60 RHD PS;07.07.2023;169841
W000100288;SK20;JOB-BATCH;07:12:05;5005526469;07.07.2023;840;PC;2 035,43;Cap DS LHD BR223;07.07.2023;5919
178749;SK20;JOB-BATCH;07:12:10;5005526470;07.07.2023;4 500;PC;2 890,49;Blade clip FBR Gen2B;07.07.2023;5919
W000031568;SK20;JOB-BATCH;07:12:19;5005526471;07.07.2023;800;PC;233,38;Blade clip FB Gen2V rev. LHD;07.07.2023;5919
W000019258;SK20;HARDEKK;07:12:26;5005496017;30.06.2023;8 500;PC;2 353,06;Diodes;30.06.2023;165600
80014957;SK20;JOB-BATCH;07:12:29;5005590034;21.07.2023;1 000;PC;3 401,46;rod_9x4_-_335_B0_primary;21.07.2023;10182
W000021501;SK20;JOB-BATCH;07:12:30;5005526472;07.07.2023;1 000;PC;366,17;Blade clip FB Gen2V2 rev. RHD;07.07.2023;5919
W000078577;SK20;JOB-BATCH;07:12:34;5005755509;20.09.2023;1 021;PC;34 395,59;Aquablade UFB 475 GEN2V LHD;20.09.2023;4879
W000054679;SK20;JOB-BATCH;07:12:40;5005526473;07.07.2023;1 600;PC;415,39;Slider;07.07.2023;5919
W000090067;SK20;JOB-BATCH;07:12:50;5005526474;07.07.2023;1 050;PC;490,54;SFTP slider LHD/RHD DS/PS;07.07.2023;5919
W000086215;SK20;JOB-BATCH;07:12:58;5005526475;07.07.2023;2 000;PC;2 352,16;Blade clip T14;07.07.2023;5919
W000086890;SK20;JOB-BATCH;07:13:01;5005526476;07.07.2023;25 500;PC;9 331,47;Connector FB1 Gen2V plastic with ribs;07.07.2023;5919
W000050335;SK20;JOB-BATCH;07:13:09;5005526477;07.07.2023;10 400;PC;2 551,43;Slider;07.07.2023;5919
W000027257;SK20;ZYLAK;07:13:18;5004678629;04.01.2023;4 461,300;KG;196 283,25;Armature wire 0,40 mm FLEX;04.01.2023;58961
W000041922;SK20;JOB-BATCH;07:13:19;5005532718;10.07.2023;360;PC;784,18;Pivot shaft_fi12x117,5_M10_r-s;10.07.2023;13636
W000048170;SK20;JOB-BATCH;07:13:19;5005532718;10.07.2023;90;PC;247,21;Pivot shaft_fi12x143_M10_r-s;10.07.2023;13636
W000076098;SK20;JOB-BATCH;07:13:19;5005532718;10.07.2023;4 000;PC;7 134,80;Shaft - Pivot BR247 PS;10.07.2023;13636
W000076099;SK20;JOB-BATCH;07:13:19;5005532718;10.07.2023;360;PC;555,43;Shaft - Pivot BR247 PS;10.07.2023;13636
W000086346;SK20;JOB-BATCH;07:13:19;5005532718;10.07.2023;1 600;PC;3 352,56;BMW G31 RWS Shaft O-Ring Assy;10.07.2023;13636
W212956;SK20;JOB-BATCH;07:13:19;5005532718;10.07.2023;2 700;PC;5 899,34;Shaft FI12x119,5 M8 R-S VW C5;10.07.2023;13636
W000003239;SK20;JOB-BATCH;07:13:22;5005526478;07.07.2023;12 000;PC;8 434,32;End clip_FB2_L_LHD_clamp;07.07.2023;5919
W000041703;SK20;JOB-BATCH;07:13:31;5005526479;07.07.2023;1 216;PC;4 602,96;Pivot shaft fi12x112,6 M10 r-s p-p;07.07.2023;5919
150487;SK20;JOB-BATCH;07:13:32;5005755511;20.09.2023;724;PC;8 021,23;Blade PIN 530 8p T16m;20.09.2023;4879
W000090155;SK20;JOB-BATCH;07:13:35;5005755532;20.09.2023;506;PC;7 764,73;Wiper blade flat RHD PS UN;20.09.2023;4879
54115087;SK20;KUDZIAJ;07:13:55;5004684827;05.01.2023;192;PC;2 282,33;Link;05.01.2023;153182
54115307;SK20;KUDZIAJ;07:13:55;5004684827;05.01.2023;160;PC;1 544,59;Link;05.01.2023;153182
54115347;SK20;KUDZIAJ;07:13:55;5004684827;05.01.2023;128;PC;1 907,29;Link;05.01.2023;153182
54125147;SK20;KUDZIAJ;07:13:55;5004684827;05.01.2023;480;PC;4 420,01;Link;05.01.2023;153182
W000024655;SK20;ZYLAK;07:14:10;5004684828;05.01.2023;20 000;PC;44 878,00;Connector;05.01.2023;57050
W000026576;SK20;ZYLAK;07:14:22;5005263959;08.05.2023;60 000;PC;161 107,80;Armature shaft FLEX 2 poles;08.05.2023;70297
M0000598;SK20;SMAJEKI;07:14:30;5005263960;08.05.2023;8 421;KG;94 159,41;wire 9x4 C32D-C38D tZnAl 5 k;08.05.2023;31795
54115087;SK20;KUDZIAJ;07:15:25;5004684830;05.01.2023;384;PC;4 564,65;Link;05.01.2023;153182
54115167;SK20;KUDZIAJ;07:15:25;5004684830;05.01.2023;128;PC;2 219,70;Link;05.01.2023;153182
54115307;SK20;KUDZIAJ;07:15:25;5004684830;05.01.2023;1 120;PC;10 812,09;Link;05.01.2023;153182
54115337;SK20;KUDZIAJ;07:15:25;5004684830;05.01.2023;448;PC;4 253,98;Link;05.01.2023;153182
54115347;SK20;KUDZIAJ;07:15:25;5004684830;05.01.2023;512;PC;7 629,13;Link;05.01.2023;153182
54125147;SK20;KUDZIAJ;07:15:25;5004684830;05.01.2023;1 440;PC;13 259,90;Link;05.01.2023;153182
W000087900;SK20;JOB-BATCH;07:15:25;5005031989;23.03.2023;367;PC;4 939,50;Flat Blade 425 MBadaptor RHD BR463;23.03.2023;4879
W000048594;SK20;ZYLAK;07:15:28;5004684831;05.01.2023;4 940;PC;8 723,10;Tube straight fi20x1 L434,8 (Macan);05.01.2023;183586
W000060977;SK20;ZYLAK;07:15:28;5004684831;05.01.2023;4 900;PC;8 900,16;Tube straight fi20x1 L462 (PSA K0);05.01.2023;183586
W000089847;SK20;ZYLAK;07:15:28;5004684831;05.01.2023;2 490;PC;4 346,49;Tube straight fi20x1 L442 (BR177);05.01.2023;183586
W000096311;SK20;ZYLAK;07:15:28;5004684831;05.01.2023;5 250;PC;8 732,09;Tube straight fi20x1 L418 (BR247);05.01.2023;183586
P1977;SK20;JOB-BATCH;07:15:37;5005128093;12.04.2023;630;PC;371,66;Individual Box Toyota Avensis OES H;12.04.2023;114203
P2176;SK20;JOB-BATCH;07:15:37;5005128093;12.04.2023;2 112;PC;1 346,00;Individual Box Toyota neutral G;12.04.2023;114203
W000050065;SK20;JOB-BATCH;07:15:48;5005714349;06.09.2023;250;PC;129,25;Rod attachment;06.09.2023;73812
P0866;SK20;JOB-BATCH;07:15:56;5005743479;15.09.2023;250;PC;183,58;Individual box F7 MAZDA;15.09.2023;52027
P1427;SK20;JOB-BATCH;07:15:56;5005743479;15.09.2023;205;PC;142,27;Individual box SWF G;15.09.2023;52027
P1430;SK20;JOB-BATCH;07:15:56;5005743479;15.09.2023;1 225;PC;611,28;Indywidual box SWF R;15.09.2023;52027
P1431;SK20;JOB-BATCH;07:15:56;5005743479;15.09.2023;4 300;PC;2 521,95;Individual box SWF P;15.09.2023;52027
P1473;SK20;JOB-BATCH;07:15:56;5005743479;15.09.2023;3 120;PC;2 065,44;Indywidual box SWF R;15.09.2023;52027
W000041926;SK20;SMAJEKI;07:16:03;5005459455;22.06.2023;520;PC;2 457,85;Pivot housing alu Renault R4S LHD PS;22.06.2023;47400
W000048177;SK20;SMAJEKI;07:16:03;5005459455;22.06.2023;130;PC;778,30;Pivot housing alu Renault R4S RHD DS;22.06.2023;47400
W000077707;SK20;SMAJEKI;07:16:03;5005459455;22.06.2023;65;PC;1 005,09;Pivot housing RHD PS;22.06.2023;47400
P1451;SK20;JOB-BATCH;07:16:17;5005743480;15.09.2023;4 800;PC;3 172,80;Individual box SWF S;15.09.2023;52027
W000048758;SK20;ZYLAK;07:16:25;5004684872;05.01.2023;10 790;PC;21 398,11;Tube straight fi20x1 L506 (X52 LHD);05.01.2023;183586
W000060111;SK20;ZYLAK;07:16:25;5004684872;05.01.2023;9 000;PC;21 325,41;Tube straight fi20x1 L618 (X62 LHD);05.01.2023;183586
W230667;SK20;ZYLAK;07:16:25;5004684872;05.01.2023;2 980;PC;4 667,51;Tube-straight VW C5;05.01.2023;183586
W000085723;SK20;ZYLAK;07:17:15;5004684874;05.01.2023;3 200;PC;9 950,02;Pivot housing plast. D3P2 RHD DS;05.01.2023;163103
W000085723;SK20;ZYLAK;07:17:15;5004684874;05.01.2023;320;PC;995,00;Pivot housing plast. D3P2 RHD DS;05.01.2023;163103
W000003213;SK20;JOB-BATCH;07:17:16;5005722990;08.09.2023;500;PC;632,41;Connector FB2 Gen2 zamack;08.09.2023;38763
W000085353;SK20;ZYLAK;07:17:21;5004684875;05.01.2023;4 000;PC;10 370,08;Pivot housing plast. D3P2 LHD PS;05.01.2023;163103
W000085353;SK20;ZYLAK;07:17:21;5004684875;05.01.2023;300;PC;777,76;Pivot housing plast. D3P2 LHD PS;05.01.2023;163103
W000085353;SK20;ZYLAK;07:17:21;5004684875;05.01.2023;4 000;PC;10 370,08;Pivot housing plast. D3P2 LHD PS;05.01.2023;163103
W000085353;SK20;ZYLAK;07:17:21;5004684875;05.01.2023;4 000;PC;10 370,08;Pivot housing plast. D3P2 LHD PS;05.01.2023;163103
W000085353;SK20;ZYLAK;07:17:21;5004684875;05.01.2023;4 000;PC;10 370,08;Pivot housing plast. D3P2 LHD PS;05.01.2023;163103
W000085362;SK20;ZYLAK;07:17:21;5004684875;05.01.2023;3 700;PC;9 120,54;Pivot housing plast. D3P2 LHD DS;05.01.2023;163103
W000085362;SK20;ZYLAK;07:17:21;5004684875;05.01.2023;4 000;PC;9 860,04;Pivot housing plast. D3P2 LHD DS;05.01.2023;163103
W000085362;SK20;ZYLAK;07:17:21;5004684875;05.01.2023;4 000;PC;9 860,04;Pivot housing plast. D3P2 LHD DS;05.01.2023;163103
W000085362;SK20;ZYLAK;07:17:21;5004684875;05.01.2023;4 000;PC;9 860,04;Pivot housing plast. D3P2 LHD DS;05.01.2023;163103
W000085714;SK20;ZYLAK;07:17:21;5004684875;05.01.2023;480;PC;1 445,80;Pivot housing plast. D3P2 RHD PS;05.01.2023;163103
W000085714;SK20;ZYLAK;07:17:21;5004684875;05.01.2023;3 200;PC;9 638,69;Pivot housing plast. D3P2 RHD PS;05.01.2023;163103
471637;SK20;JOB-BATCH;07:17:26;5005722991;08.09.2023;3 000;PC;7 249,65;Nozzle;08.09.2023;338180
W000090167;SK20;JOB-BATCH;07:17:26;5005722991;08.09.2023;600;PC;3 761,31;FLEX shaft W-T L-116 VS30;08.09.2023;338180
W000090423;SK20;ZYLAK;07:18:30;5005270749;09.05.2023;12 300;PC;72 628,47;Cover - Gear non electronic Assy BMW G2x;09.05.2023;66174
W000098105;SK20;ZYLAK;07:18:30;5005270749;09.05.2023;8 250;PC;56 469,02;Gear cover VM3;09.05.2023;66174
W201214;SK20;ZYLAK;07:18:35;5005264383;08.05.2023;400;PC;311,63;P16 Primary rain cap;08.05.2023;106780
W000051789;SK20;ZYLAK;07:18:40;5004684876;05.01.2023;2 160;PC;2 191,56;Cap;05.01.2023;47718
W000051791;SK20;ZYLAK;07:18:40;5004684876;05.01.2023;1 728;PC;2 679,26;Cap;05.01.2023;47718
W000051791;SK20;ZYLAK;07:18:40;5004684876;05.01.2023;1 728;PC;2 679,26;Cap;05.01.2023;47718
W000051791;SK20;ZYLAK;07:18:40;5004684876;05.01.2023;1 728;PC;2 679,26;Cap;05.01.2023;47718
W000051791;SK20;ZYLAK;07:18:40;5004684876;05.01.2023;1 728;PC;2 679,26;Cap;05.01.2023;47718
W000051791;SK20;ZYLAK;07:18:40;5004684876;05.01.2023;1 728;PC;2 679,26;Cap;05.01.2023;47718
W000051791;SK20;ZYLAK;07:18:40;5004684876;05.01.2023;1 728;PC;2 679,26;Cap;05.01.2023;47718
W000051791;SK20;ZYLAK;07:18:40;5004684876;05.01.2023;1 728;PC;2 679,26;Cap;05.01.2023;47718
W000051791;SK20;ZYLAK;07:18:40;5004684876;05.01.2023;1 728;PC;2 679,26;Cap;05.01.2023;47718
W000021130;SK20;KUDZIAJ;07:18:51;5004684877;05.01.2023;9 600;PC;35 052,00;Output shaft assy VMR;05.01.2023;30559
W000067881;SK20;KUDZIAJ;07:18:51;5004684877;05.01.2023;24 000;PC;66 694,32;Shaft - Output Assy VM3;05.01.2023;30559
W000095818;SK20;KUDZIAJ;07:18:51;5004684877;05.01.2023;4 800;PC;11 987,52;BC3 LHD Gear wheel VM3;05.01.2023;30559
W253523;SK20;KUDZIAJ;07:18:51;5004684877;05.01.2023;7 200;PC;40 277,23;Cover 2 pole VW C5 LHD;05.01.2023;30559
W000051792;SK20;ZYLAK;07:18:53;5004684878;05.01.2023;1 728;PC;2 933,80;Cap;05.01.2023;47718
W000051792;SK20;ZYLAK;07:18:53;5004684878;05.01.2023;1 728;PC;2 933,81;Cap;05.01.2023;47718
107810;SK20;ZYLAK;07:18:54;5005827518;16.10.2023;320;PC;1 571,76;Link;16.10.2023;115218
107921;SK20;ZYLAK;07:18:54;5005827518;16.10.2023;320;PC;1 541,19;Link;16.10.2023;115218
107922;SK20;ZYLAK;07:18:54;5005827518;16.10.2023;320;PC;1 922,60;Link;16.10.2023;115218
107934;SK20;ZYLAK;07:18:54;5005827518;16.10.2023;960;PC;4 817,15;Link;16.10.2023;115218
107935;SK20;ZYLAK;07:18:54;5005827518;16.10.2023;576;PC;3 526,21;Link;16.10.2023;115218
