Material;Storage Location;User Name;Time of Entry;Material Document;Posting Date;Quantity;Unit of Entry;Amt.in loc.cur.;Material Description;Entry Date;Supplier
193707;SK20;SLUSARCZYKD;00:00:10;5004928285;03.03.2023;2 000;PC;1 516,64;Cap;03.03.2023;8032
W000028466;SK20;JOB-BATCH;00:00:11;5005686883;29.08.2023;3 680;PC;3 347,48;Spline FB1 480 R2000 16N;29.08.2023;4879
W000040041;SK20;JOB-BATCH;00:00:18;5005686884;29.08.2023;8 640;PC;9 057,23;Spline FB1 605 R4000 16N;29.08.2023;4879
182844;SK20;SLUSARCZYKD;00:00:20;5004928286;03.03.2023;410;PC;452,89;Cap;03.03.2023;8032
W000104018;SK20;JOB-BATCH;00:00:24;5005482023;28.06.2023;1 440;PC;15 144,24;Blade PS LHD BR223;28.06.2023;4879
W178769;SK20;JOB-BATCH;00:00:24;5005686885;29.08.2023;840;PC;24 455,89;Wiper blade flat L460 PS LHD H;29.08.2023;4879
W000070115;SK20;JOB-BATCH;00:00:28;5005482024;28.06.2023;12 800;PC;11 956,22;Spline FB1 505 R4000 14N;28.06.2023;4879
W000104018;SK20;JOB-BATCH;00:00:28;5005686886;29.08.2023;720;PC;7 572,12;Blade PS LHD BR223;29.08.2023;4879
180353;SK20;SLUSARCZYKD;00:00:29;5004928288;03.03.2023;4 800;PC;3 375,12;Cap;03.03.2023;8032
M0000598;SK20;ZYLAK;00:00:29;5005797151;05.10.2023;8 406;KG;93 991,69;wire 9x4 C32D-C38D tZnAl 5 k;05.10.2023;31795
W000085714;SK20;HARDEKK;00:00:30;5005244411;05.05.2023;320;PC;1 090,22;Pivot housing plast. D3P2 RHD PS;05.05.2023;163103
W000085723;SK20;HARDEKK;00:00:30;5005244411;05.05.2023;480;PC;1 691,64;Pivot housing plast. D3P2 RHD DS;05.05.2023;163103
WA85033;SK20;JOB-BATCH;00:00:31;5005686887;29.08.2023;7 680;PC;8 103,55;Spline FB1 646 R3500 15N;29.08.2023;4879
W000104576A1;SK20;SLUSARCZYKD;00:00:40;5004928291;03.03.2023;5 000;PC;6 192,75;Aqua hose cut VS30 L=785mm;03.03.2023;169841
W202444;SK20;SLUSARCZYKD;00:00:40;5004928291;03.03.2023;25 000;PC;4 312,25;P16 Male connector;03.03.2023;169841
W534486;SK20;SLUSARCZYKD;00:00:40;5004928291;03.03.2023;1 400;PC;24 411,80;Hose assy G7x/G6x - 1x ramp DS LHD;03.03.2023;169841
W534550;SK20;SLUSARCZYKD;00:00:40;5004928291;03.03.2023;1 210;PC;21 098,77;Hose assy G7x/G6x - 1x ramp PS LHD;03.03.2023;169841
W534612;SK20;SLUSARCZYKD;00:00:40;5004928291;03.03.2023;200;PC;3 487,40;Hose assy G7x/G6x - 1x ramp DS RHD;03.03.2023;169841
W534669;SK20;SLUSARCZYKD;00:00:40;5004928291;03.03.2023;220;PC;4 590,96;Hose assy G7x/G6x - 1x ramp PS RHD;03.03.2023;169841
W000004442;SK20;JOB-BATCH;00:00:41;5005686889;29.08.2023;14 300;PC;8 592,16;Spline FBR 405 R2000 12N;29.08.2023;4879
W000076010;SK20;JOB-BATCH;00:00:49;5004733569;18.01.2023;1 320;PC;1 197,56;Cap - Arm Head RHD DS;18.01.2023;52616
W000090070;SK20;JOB-BATCH;00:00:49;5004733569;18.01.2023;3 000;PC;1 198,92;SFTP damper LHD/RHD DS/PS;18.01.2023;52616
W000090071;SK20;JOB-BATCH;00:00:49;5004733569;18.01.2023;10 800;PC;6 792,66;SFTP blade connector top;18.01.2023;52616
W000090073;SK20;JOB-BATCH;00:00:49;5004733569;18.01.2023;10 000;PC;3 073,30;SFTP blade connector bottom;18.01.2023;52616
W000022812;SK20;SLUSARCZYKD;00:00:53;5004928292;03.03.2023;66 000;PC;6 070,02;Sleeve X-ring type;03.03.2023;12626
W000035115;SK20;SLUSARCZYKD;00:00:53;5004928292;03.03.2023;40 000;PC;4 759,60;Cap;03.03.2023;12626
W000041873;SK20;SLUSARCZYKD;00:00:53;5004928292;03.03.2023;32 960;PC;53 104,82;Gear wheel FLEX CAM A t_1-4 v_I a_173;03.03.2023;12626
W000041874;SK20;SLUSARCZYKD;00:00:53;5004928292;03.03.2023;3 200;PC;5 155,81;Gear wheel FLEX CAM A t_1-4 v_I a_168,5;03.03.2023;12626
W000055098;SK20;SLUSARCZYKD;00:00:53;5004928292;03.03.2023;320;PC;530,19;Gear wheel FLEX CAM A t_1-4 v_I a_79;03.03.2023;12626
W000055105;SK20;SLUSARCZYKD;00:00:53;5004928292;03.03.2023;320;PC;530,17;Gear wheel FLEX CAM A t_1-4 v_II a_79;03.03.2023;12626
W000062538;SK20;SLUSARCZYKD;00:00:53;5004928292;03.03.2023;1 600;PC;2 253,21;Gear wheel FLEX CAM A t_- v_I a_168,5;03.03.2023;12626
W000069753;SK20;SLUSARCZYKD;00:00:53;5004928292;03.03.2023;3 200;PC;5 691,94;Gear wheel FLEX CAM A t_1-4 v_I a_168,5;03.03.2023;12626
W460361;SK20;SLUSARCZYKD;00:00:53;5004928292;03.03.2023;4 800;PC;6 874,71;Gear wheel FLEX CAM A t_- v_I a_165;03.03.2023;12626
W000005453;SK20;JOB-BATCH;00:00:57;5005686890;29.08.2023;600;PC;52 051,07;Motor SW4TA LHD;29.08.2023;4879
M0000630;SK20;ZYLAK;00:01:01;5005797212;05.10.2023;6 310;KG;73 249,64;wire 12x4 C32D-C38D tZnAl 5;05.10.2023;31795
W000005453;SK20;JOB-BATCH;00:01:27;5005686891;29.08.2023;800;PC;69 401,43;Motor SW4TA LHD;29.08.2023;4879
107807;SK20;JOB-BATCH;00:01:59;5005834549;18.10.2023;50;PC;1 280,30;Pivot;18.10.2023;300598
107809;SK20;JOB-BATCH;00:01:59;5005834549;18.10.2023;525;PC;14 764,98;Pivot;18.10.2023;300598
107932;SK20;JOB-BATCH;00:01:59;5005834549;18.10.2023;250;PC;7 095,37;Pivot;18.10.2023;300598
W000026316;SK20;JOB-BATCH;00:01:59;5005834549;18.10.2023;1 000;PC;3 475,75;Blade nozzle PIN Daimler;18.10.2023;300598
W000028379S1;SK20;JOB-BATCH;00:01:59;5005834549;18.10.2023;225;PC;6 181,75;Pivot assy;18.10.2023;300598
W000028380S1;SK20;JOB-BATCH;00:01:59;5005834549;18.10.2023;225;PC;6 505,11;Pivot assy;18.10.2023;300598
926278;SK20;SLUSARCZYKD;00:02:22;5004928294;03.03.2023;7 700;PC;4 122,43;Self tapping screw VW C5;03.03.2023;12516
54115707;SK20;SLUSARCZYKD;00:02:22;5004928294;03.03.2023;2 500;PC;4 005,28;Spacer;03.03.2023;12516
80010897;SK20;SLUSARCZYKD;00:02:22;5004928294;03.03.2023;76 000;PC;14 552,48;Step rivet fi 5.0/4.0 L-23.9;03.03.2023;12516
80012637;SK20;SLUSARCZYKD;00:02:22;5004928294;03.03.2023;28 000;PC;1 148,84;Pin;03.03.2023;12516
181707;SK20;SLUSARCZYKD;00:02:56;5004928296;03.03.2023;12 960;PC;5 449,03;Secondary bow_PIN_8p_L198_95/95;03.03.2023;59062
179728;SK20;SLUSARCZYKD;00:03:07;5004928297;03.03.2023;13 300;PC;9 705,68;Rod adaptor_Gen2B_9x4_a0_neutr_0_t2;03.03.2023;59062
W000024370;SK20;SLUSARCZYKD;00:03:18;5004928298;03.03.2023;3 360;PC;5 115,23;Retainer_L170_24/9_fi6/4,5_T2,0;03.03.2023;59062
W000021498;SK20;ZYLAK;00:03:22;5005801407;06.10.2023;200 000;PC;79 380,00;Blade clip FB Gen2V2 rev. LHD;06.10.2023;30604
W000017507;SK20;ZYLAK;00:04:04;5005801408;06.10.2023;44 064;PC;33 014,07;Magnet-ring VMR;06.10.2023;181563
W000083227;SK20;ZYLAK;00:04:04;5005801408;06.10.2023;134 640;PC;54 243,76;Magnet- ring 4 Poles;06.10.2023;181563
W000017507;SK20;ZYLAK;00:04:21;5005801409;06.10.2023;19 584;PC;14 672,92;Magnet-ring VMR;06.10.2023;181563
W000083227;SK20;ZYLAK;00:04:21;5005801409;06.10.2023;63 648;PC;25 642,51;Magnet- ring 4 Poles;06.10.2023;181563
W000027011;SK20;SLUSARCZYKD;00:04:29;5004928299;03.03.2023;14 400;PC;3 061,15;Tertiary bow_PIN_L104_50/50;03.03.2023;59062
W000017507;SK20;ZYLAK;00:04:38;5005801410;06.10.2023;2 448;PC;1 834,12;Magnet-ring VMR;06.10.2023;181563
W000083227;SK20;ZYLAK;00:04:38;5005801410;06.10.2023;34 272;PC;13 807,50;Magnet- ring 4 Poles;06.10.2023;181563
W000035101;SK20;SLUSARCZYKD;00:04:40;5004928300;03.03.2023;24 000;PC;19 059,84;Rod adapter_Gen2V2_9x4_a5_LHD_16,8_t1,5;03.03.2023;59062
W000038440;SK20;SLUSARCZYKD;00:04:50;5004928301;03.03.2023;4 800;PC;10 248,43;Motor crank R45 SB D16;03.03.2023;59062
179096;SK20;SLUSARCZYKD;00:04:59;5004928302;03.03.2023;400 000;PC;11 920,00;Retainer clip;03.03.2023;5919
W000031568;SK20;SLUSARCZYKD;00:05:06;5004928303;03.03.2023;1 600;PC;507,66;Blade clip FB Gen2V rev. LHD;03.03.2023;5919
W000021501;SK20;SLUSARCZYKD;00:05:14;5004928304;03.03.2023;3 000;PC;1 160,82;Blade clip FB Gen2V2 rev. RHD;03.03.2023;5919
W000054679;SK20;SLUSARCZYKD;00:05:23;5004928305;03.03.2023;1 600;PC;425,76;Slider;03.03.2023;5919
W000078360;SK20;SLUSARCZYKD;00:05:37;5004928306;03.03.2023;154;PC;633,27;BMW G31-G21 RWS Decoupling Disc;03.03.2023;5919
W000081370;SK20;SLUSARCZYKD;00:05:44;5004928307;03.03.2023;37 500;PC;20 804,63;water plug blade side LHD unheated;03.03.2023;5919
W000017507;SK20;ZYLAK;00:05:51;5005801411;06.10.2023;9 792;PC;7 336,46;Magnet-ring VMR;06.10.2023;181563
W000083227;SK20;ZYLAK;00:05:51;5005801411;06.10.2023;29 376;PC;11 835,00;Magnet- ring 4 Poles;06.10.2023;181563
W000091996;SK20;SLUSARCZYKD;00:05:51;5004928308;03.03.2023;500;PC;1 352,80;Cap - Rain BR463;03.03.2023;5919
W000086890;SK20;SLUSARCZYKD;00:05:59;5004928309;03.03.2023;25 500;PC;9 163,68;Connector FB1 Gen2V plastic with ribs;03.03.2023;5919
W000100289;SK20;SLUSARCZYKD;00:06:06;5004928310;03.03.2023;450;PC;1 472,61;Cap PS LHD BR223;03.03.2023;5919
56104837;SK20;SLUSARCZYKD;00:06:43;5004928311;03.03.2023;1 760;PC;3 416,16;Rod;03.03.2023;10182
80013937;SK20;SLUSARCZYKD;00:06:43;5004928311;03.03.2023;115;PC;276,62;Rod;03.03.2023;10182
80014857;SK20;SLUSARCZYKD;00:06:43;5004928311;03.03.2023;460;PC;892,86;Rod;03.03.2023;10182
W000005290;SK20;SLUSARCZYKD;00:06:43;5004928311;03.03.2023;960;PC;2 544,04;rod_9x4_hook_483_X62_LHD PS;03.03.2023;10182
W000005294;SK20;SLUSARCZYKD;00:06:43;5004928311;03.03.2023;1 750;PC;5 074,89;rod_9x4_hook_418_X62_LHD DS;03.03.2023;10182
W000005299;SK20;SLUSARCZYKD;00:06:43;5004928311;03.03.2023;320;PC;857,51;rod_9x4_hook_415_X62_RHD DS;03.03.2023;10182
W000005305;SK20;SLUSARCZYKD;00:06:43;5004928311;03.03.2023;1 050;PC;3 112,40;rod_9x4_hook_481_X62_RHD PS;03.03.2023;10182
W000072850;SK20;SLUSARCZYKD;00:06:43;5004928311;03.03.2023;130;PC;401,23;rod hybrid_9x3_Gen2B_~150_L462_rear;03.03.2023;10182
W000088521;SK20;SLUSARCZYKD;00:06:43;5004928311;03.03.2023;750;PC;2 225,90;rod hybrid_9x3_Gen2B_138_with_adapter_BR;03.03.2023;10182
W000091540;SK20;SLUSARCZYKD;00:06:43;5004928311;03.03.2023;330;PC;762,63;Rod_9x4_Gen2D_360_C Sedan_LHD DS.;03.03.2023;10182
W000091541;SK20;SLUSARCZYKD;00:06:43;5004928311;03.03.2023;390;PC;1 230,57;Rod_9x4_Gen2D_570_C Sedan_LHD PS;03.03.2023;10182
W000072850;SK20;SLUSARCZYKD;00:07:21;5004928330;03.03.2023;1 040;PC;3 209,80;rod hybrid_9x3_Gen2B_~150_L462_rear;03.03.2023;10182
W000039220;SK20;SLUSARCZYKD;00:07:57;5004928331;03.03.2023;54 000;PC;5 032,74;Contact spring;03.03.2023;4111
W000067871;SK20;ZYLAK;00:08:33;5005797214;05.10.2023;20 160;PC;63 852,41;Gear wheel  VM4  knurled;05.10.2023;9821
W000072334;SK20;ZYLAK;00:08:40;5005801412;06.10.2023;44 800;PC;81 852,60;Lead Frame;06.10.2023;89174
W000067871;SK20;ZYLAK;00:09:00;5005797215;05.10.2023;15 840;PC;50 167,34;Gear wheel  VM4  knurled;05.10.2023;9821
W000067871;SK20;ZYLAK;00:09:19;5005797216;05.10.2023;10 080;PC;31 924,67;Gear wheel  VM4  knurled;05.10.2023;9821
916775;SK20;ZYLAK;00:09:30;5005801413;06.10.2023;200 000;PC;8 828,49;Washer flat d-12,1 / D-19 t-0,3;06.10.2023;51744
921333;SK20;ZYLAK;00:09:30;5005801413;06.10.2023;384 000;PC;39 814,99;Washer flat d-12,1 / D-19 t-1,5;06.10.2023;51744
W000026094;SK20;ZYLAK;00:09:30;5005801413;06.10.2023;520 000;PC;39 197,60;Flat washer;06.10.2023;51744
53103127;SK20;SLUSARCZYKD;00:09:32;5004928346;03.03.2023;96 000;PC;24 936,36;Set screw FLEX M9-0,75x6;03.03.2023;4111
916775;SK20;ZYLAK;00:09:46;5005801414;06.10.2023;200 000;PC;8 828,00;Washer flat d-12,1 / D-19 t-0,3;06.10.2023;51744
921333;SK20;ZYLAK;00:09:46;5005801414;06.10.2023;270 000;PC;27 996,30;Washer flat d-12,1 / D-19 t-1,5;06.10.2023;51744
W000026094;SK20;ZYLAK;00:09:46;5005801414;06.10.2023;416 000;PC;31 358,08;Flat washer;06.10.2023;51744
W314276;SK20;JOB-BATCH;00:10:02;5004721845;14.01.2023;1 440;PC;14 733,50;Flat Blade 550 MBadaptor RHD CrExt;14.01.2023;4879
W000071177;SK20;JOB-BATCH;00:10:03;5004993885;16.03.2023;1 680;PC;25 534,72;Aquablade UFB 475 GEN2V LHD;16.03.2023;4879
191302;SK20;JOB-BATCH;00:10:04;5005709563;05.09.2023;600;PC;3 156,18;Adaptor unpainted;05.09.2023;73812
W000104017;SK20;JOB-BATCH;00:10:04;5004896848;24.02.2023;720;PC;7 557,33;Blade DS LHD BR223;24.02.2023;4879
W000076001;SK20;JOB-BATCH;00:10:06;5004721846;14.01.2023;360;PC;3 773,20;Flat Blade BR247 RHD DS;14.01.2023;4879
W000086109;SK20;JOB-BATCH;00:10:07;5005244467;05.05.2023;440;PC;2 496,70;D3P2 RHD water deflector;05.05.2023;129758
178936;SK20;JOB-BATCH;00:10:08;5005582204;20.07.2023;4 800;PC;5 210,02;Spline FB1 655 R2800 16N;20.07.2023;4879
W000070115;SK20;JOB-BATCH;00:10:08;5004896849;24.02.2023;6 400;PC;6 397,76;Spline FB1 505 R4000 14N;24.02.2023;4879
911543;SK20;JOB-BATCH;00:10:09;5005659766;22.08.2023;3 880;PC;875,48;Spring;22.08.2023;91406
911548;SK20;JOB-BATCH;00:10:09;5005659766;22.08.2023;540;PC;718,38;Spring;22.08.2023;91406
919032;SK20;JOB-BATCH;00:10:09;5005659766;22.08.2023;25 440;PC;17 813,85;Spring;22.08.2023;91406
920404;SK20;JOB-BATCH;00:10:09;5005659766;22.08.2023;24 570;PC;11 093,85;Spring;22.08.2023;91406
P1447;SK20;JOB-BATCH;00:10:11;5005648269;18.08.2023;750;PC;641,25;Individual box SWF E;18.08.2023;52027
W000075997;SK20;JOB-BATCH;00:10:11;5004721847;14.01.2023;1 440;PC;14 940,33;Flat Blade BR247 LHD DS;14.01.2023;4879
110689A1;SK20;JOB-BATCH;00:10:12;5005814398;11.10.2023;72;PC;831,20;Link;11.10.2023;300598
W000031690;SK20;JOB-BATCH;00:10:12;5004969816;11.03.2023;3 200;PC;10 724,83;Rod;11.03.2023;4879
53558204;SK20;JOB-BATCH;00:10:14;5004891628;23.02.2023;200;PC;28 509,99;Motor MNG3 W000029554;23.02.2023;124272
W000072845;SK20;JOB-BATCH;00:10:14;5004993886;16.03.2023;6 500;PC;3 985,87;Spline FBR 335 R1300 12N;16.03.2023;4879
183086A;SK20;JOB-BATCH;00:10:15;5005313829;17.05.2023;2 500;PC;632,15;Water connector;17.05.2023;52616
W000026299;SK20;JOB-BATCH;00:10:15;5005313829;17.05.2023;1 728;PC;1 891,38;Cap;17.05.2023;52616
W000026314;SK20;JOB-BATCH;00:10:15;5005313829;17.05.2023;792;PC;866,88;Cap;17.05.2023;52616
W000086347;SK20;JOB-BATCH;00:10:15;5005313829;17.05.2023;396;PC;4 192,17;BMW G31 RWS Pivot Housing Striker Assy;17.05.2023;52616
W000086351;SK20;JOB-BATCH;00:10:15;5005313829;17.05.2023;1 500;PC;17 889,65;Pivot Housing Striker Assy BMW G21 RWS;17.05.2023;52616
W000088524;SK20;JOB-BATCH;00:10:15;5005313829;17.05.2023;1 400;PC;1 531,82;Cap BR463 rear;17.05.2023;52616
W000091970;SK20;JOB-BATCH;00:10:15;5005313829;17.05.2023;912;PC;890,18;Arm Head Cap BR463 FWS;17.05.2023;52616
910653;SK20;JOB-BATCH;00:10:16;5005686902;29.08.2023;4 830;PC;1 963,15;Spring;29.08.2023;91406
911543;SK20;JOB-BATCH;00:10:16;5005686902;29.08.2023;1 940;PC;437,74;Spring;29.08.2023;91406
911548;SK20;JOB-BATCH;00:10:16;5005686902;29.08.2023;6 300;PC;8 381,14;Spring;29.08.2023;91406
919032;SK20;JOB-BATCH;00:10:16;5005686902;29.08.2023;37 440;PC;26 216,61;Spring;29.08.2023;91406
920404;SK20;JOB-BATCH;00:10:16;5005686902;29.08.2023;38 220;PC;17 257,09;Spring;29.08.2023;91406
W000026299;SK20;JOB-BATCH;00:10:16;5004733583;18.01.2023;4 608;PC;4 514,18;Cap;18.01.2023;52616
W000026314;SK20;JOB-BATCH;00:10:16;5004733583;18.01.2023;648;PC;634,81;Cap;18.01.2023;52616
W000076006;SK20;JOB-BATCH;00:10:16;5004733583;18.01.2023;4 320;PC;3 212,48;Cap - Arm Head LHD DS;18.01.2023;52616
W000076127;SK20;JOB-BATCH;00:10:16;5004733583;18.01.2023;2 640;PC;3 286,27;Cap - Arm Head LHD PS;18.01.2023;52616
W000076128;SK20;JOB-BATCH;00:10:16;5004733583;18.01.2023;960;PC;1 390,28;Cap - Arm Head RHD PS;18.01.2023;52616
W000086347;SK20;JOB-BATCH;00:10:16;5004733583;18.01.2023;330;PC;3 062,34;BMW G31 RWS Pivot Housing Striker Assy;18.01.2023;52616
W000088524;SK20;JOB-BATCH;00:10:16;5004733583;18.01.2023;1 600;PC;1 474,06;Cap BR463 rear;18.01.2023;52616
W000091970;SK20;JOB-BATCH;00:10:16;5004733583;18.01.2023;1 596;PC;1 260,68;Arm Head Cap BR463 FWS;18.01.2023;52616
W000071177;SK20;JOB-BATCH;00:10:17;5004896850;24.02.2023;3 050;PC;44 089,89;Aquablade UFB 475 GEN2V LHD;24.02.2023;4879
56104837;SK20;JOB-BATCH;00:10:18;5005626311;10.08.2023;4 950;PC;9 096,81;Rod;10.08.2023;10182
W000005290;SK20;JOB-BATCH;00:10:18;5005626311;10.08.2023;8 800;PC;22 186,82;rod_9x4_hook_483_X62_LHD PS;10.08.2023;10182
W000005294;SK20;JOB-BATCH;00:10:18;5005626311;10.08.2023;8 050;PC;22 119,87;rod_9x4_hook_418_X62_LHD DS;10.08.2023;10182
W000086109;SK20;JOB-BATCH;00:10:18;5005429490;15.06.2023;1 320;PC;7 490,09;D3P2 RHD water deflector;15.06.2023;129758
W000088521;SK20;JOB-BATCH;00:10:18;5005626311;10.08.2023;2 550;PC;7 568,04;rod hybrid_9x3_Gen2B_138_with_adapter_BR;10.08.2023;10182
W000091540;SK20;JOB-BATCH;00:10:18;5005626311;10.08.2023;5 390;PC;11 910,12;Rod_9x4_Gen2D_360_C Sedan_LHD DS.;10.08.2023;10182
W000091541;SK20;JOB-BATCH;00:10:18;5005626311;10.08.2023;4 875;PC;14 588,24;Rod_9x4_Gen2D_570_C Sedan_LHD PS;10.08.2023;10182
53841237;SK20;JOB-BATCH;00:10:20;5005814399;11.10.2023;20 000;PC;1 253,60;Sleeve  O-Ring Type;11.10.2023;173783
54115137;SK20;JOB-BATCH;00:10:20;5005814399;11.10.2023;800;PC;6 356,12;Crank;11.10.2023;173783
54115197;SK20;JOB-BATCH;00:10:20;5005814399;11.10.2023;120;PC;1 626,17;Crank;11.10.2023;173783
54841997;SK20;JOB-BATCH;00:10:20;5005814399;11.10.2023;4 000;PC;2 080,32;Hose guide;11.10.2023;173783
54842567;SK20;JOB-BATCH;00:10:20;5005814399;11.10.2023;780;PC;1 068,15;Cap;11.10.2023;173783
54843707;SK20;JOB-BATCH;00:10:20;5005814399;11.10.2023;30 000;PC;4 596,60;Rain cap pivot shaft fi-12;11.10.2023;173783
54844087;SK20;JOB-BATCH;00:10:20;5005814399;11.10.2023;1 008;PC;2 219,80;Cap;11.10.2023;173783
W000022389;SK20;JOB-BATCH;00:10:20;5005814399;11.10.2023;72 000;PC;3 965,76;Lamina insulation x=11,2 White;11.10.2023;173783
W000027872;SK20;JOB-BATCH;00:10:20;5005814399;11.10.2023;72 000;PC;4 033,44;Lamina insulation x=9,5 Black;11.10.2023;173783
180881;SK20;JOB-BATCH;00:10:21;5005713668;06.09.2023;480;PC;7 469,87;Link;06.09.2023;83143
59086187;SK20;ZYLAK;00:10:21;5005797217;05.10.2023;200;KG;9 661,72;Liquid Seal;05.10.2023;4594
W000048543;SK20;JOB-BATCH;00:10:21;5004738681;19.01.2023;130;PC;777,73;Pivot housing alu Renault S2S RHD DS;19.01.2023;47400
W000059908;SK20;JOB-BATCH;00:10:21;5005294643;13.05.2023;13 608;PC;40 179,53;Motor housing 206573;13.05.2023;31325
W000070113;SK20;JOB-BATCH;00:10:21;5004969817;11.03.2023;1 600;PC;1 972,72;Spline FB1 655 R4000 14N;11.03.2023;4879
W000079874;SK20;JOB-BATCH;00:10:21;5005251851;06.05.2023;1 600;PC;6 564,46;Arm Rod 12x4_MB_270_H62x_LHD_PS;06.05.2023;4879
W000081452;SK20;JOB-BATCH;00:10:21;5004738681;19.01.2023;720;PC;4 997,30;Pivot Housing alu BR177 RHD DS.;19.01.2023;47400
W000083884;SK20;JOB-BATCH;00:10:21;5004738681;19.01.2023;235;PC;1 743,00;Pivot housing alu RHD PS. VW536/PO536;19.01.2023;47400
W000094263;SK20;JOB-BATCH;00:10:21;5005030669;23.03.2023;11 200;PC;12 227,82;Spline FB1 555 R5000 14N;23.03.2023;4879
W000094263;SK20;JOB-BATCH;00:10:21;5004993887;16.03.2023;30 800;PC;33 626,52;Spline FB1 555 R5000 14N;16.03.2023;4879
W314268;SK20;JOB-BATCH;00:10:22;5005376767;01.06.2023;360;PC;3 737,06;Flat Blade 550 MBadaptor LHD CrExt;01.06.2023;4879
181145;SK20;JOB-BATCH;00:10:23;5005726661;09.09.2023;2 700;PC;6 573,56;Rubber 700 MBT-005 DuoTech;09.09.2023;4879
W000070115;SK20;JOB-BATCH;00:10:24;5005822717;13.10.2023;3 350;PC;3 301,59;Spline FB1 505 R4000 14N;13.10.2023;4879
107879;SK20;JOB-BATCH;00:10:25;5005036245;24.03.2023;150;PC;7 026,95;Pivot;24.03.2023;300598
107938;SK20;JOB-BATCH;00:10:25;5005036245;24.03.2023;75;PC;1 988,45;Pivot;24.03.2023;300598
W000029207S1;SK20;JOB-BATCH;00:10:25;5005036245;24.03.2023;325;PC;9 045,21;Pivot assy;24.03.2023;300598
W000029211;SK20;JOB-BATCH;00:10:25;5005036245;24.03.2023;200;PC;1 859,46;Bracket Assy;24.03.2023;300598
W000033636;SK20;JOB-BATCH;00:10:25;5005036245;24.03.2023;1 000;PC;3 351,10;Water ramp;24.03.2023;300598
W000049720;SK20;JOB-BATCH;00:10:25;5005294644;13.05.2023;25 272;PC;88 228,85;Motor housing VM4 206467;13.05.2023;31325
W000057013;SK20;JOB-BATCH;00:10:25;5005036245;24.03.2023;50;PC;1 382,37;Pivot assy;24.03.2023;300598
W000057050;SK20;JOB-BATCH;00:10:25;5005036245;24.03.2023;120;PC;2 210,75;Link Assy;24.03.2023;300598
W000058026;SK20;JOB-BATCH;00:10:25;5005036245;24.03.2023;175;PC;4 731,38;Pivot assy;24.03.2023;300598
W000058027;SK20;JOB-BATCH;00:10:25;5005036245;24.03.2023;175;PC;4 825,77;Pivot assy;24.03.2023;300598
475663;SK20;JOB-BATCH;00:10:26;5005556626;14.07.2023;960;PC;23 140,76;Armature assy SW2L 12x40x0.5;14.07.2023;4879
W000071177;SK20;JOB-BATCH;00:10:26;5004969818;11.03.2023;840;PC;12 767,36;Aquablade UFB 475 GEN2V LHD;11.03.2023;4879
W000107162;SK20;JOB-BATCH;00:10:26;5004993888;16.03.2023;3 840;PC;4 759,80;Spline FB1 655 R3500/2500 16N;16.03.2023;4879
53558204;SK20;JOB-BATCH;00:10:27;5005607291;02.08.2023;200;PC;28 252,32;Motor MNG3 W000029554;02.08.2023;124272
W000034506;SK20;JOB-BATCH;00:10:27;5005607291;02.08.2023;256;PC;13 730,27;Motor MNG2 W000050496;02.08.2023;124272
W000065123;SK20;JOB-BATCH;00:10:27;5005607291;02.08.2023;200;PC;27 977,09;Motor MNG3;02.08.2023;124272
179754;SK20;JOB-BATCH;00:10:28;5005822718;13.10.2023;6 000;PC;5 102,52;Spline FBR 459 R2000 12N;13.10.2023;4879
59086298;SK20;JOB-BATCH;00:10:28;5004896851;24.02.2023;20;KG;867,87;Grease Autol Top 2000;24.02.2023;124272
W000086265;SK20;JOB-BATCH;00:10:28;5005209296;27.04.2023;6 500;PC;4 070,17;Spline FBR 325 R1500 12N;27.04.2023;4879
W000094177;SK20;JOB-BATCH;00:10:28;5005030670;23.03.2023;19 200;PC;23 789,95;Spline FB1_L646_7.17x1.03_ST02340;23.03.2023;4879
151000;SK20;JOB-BATCH;00:10:29;5004822303;08.02.2023;748;PC;4 423,07;Link;08.02.2023;83143
W000075411;SK20;JOB-BATCH;00:10:29;5005822719;13.10.2023;2 000;PC;7 461,64;Rubber_FB1_600_1CA2_CR extr;13.10.2023;4879
54114607;SK20;JOB-BATCH;00:10:31;5005294645;13.05.2023;7 500;PC;1 788,83;Spacer  206133;13.05.2023;31325
W000082983;SK20;JOB-BATCH;00:10:31;5004721849;14.01.2023;12 000;PC;11 049,96;Spline FB1 430 R3500 14N;14.01.2023;4879
W178769;SK20;JOB-BATCH;00:10:31;5005726663;09.09.2023;630;PC;17 833,75;Wiper blade flat L460 PS LHD H;09.09.2023;4879
179402;SK20;JOB-BATCH;00:10:32;5005556627;14.07.2023;3 680;PC;3 247,15;Spline FB1 455 R3000 14N;14.07.2023;4879
W000052779;SK20;JOB-BATCH;00:10:32;5004738682;19.01.2023;1 600;PC;6 039,09;Retainer_L340_22/9_fi5/4_T2,0;19.01.2023;73812
W000076005;SK20;JOB-BATCH;00:10:32;5005822720;13.10.2023;1 440;PC;14 909,75;Flat Blade BR247 RHD PS;13.10.2023;4879
W000087654;SK20;JOB-BATCH;00:10:32;5005537446;11.07.2023;150;PC;4 340,55;PCBA BR177 RHD;11.07.2023;230339
W000094177;SK20;JOB-BATCH;00:10:32;5005209297;27.04.2023;5 760;PC;7 136,99;Spline FB1_L646_7.17x1.03_ST02340;27.04.2023;4879
